19 7
1 2
1 3 362 58 1.77
2 2 261 132 2.99
2 3
1 2 175 83 2.38
2 2 161 136 1.99
3 3 144 82 1.28
3 1
1 4 342 69 2.09
4 1
1 2 870 109 0.87
5 3
1 4 136 105 0.74
2 2 135 83 0.51
3 2 132 77 1.18
6 4
1 4 174 57 1.78
2 2 168 70 0.79
3 2 154 132 1.31
4 1 136 112 1.89
7 3
1 2 291 149 1.47
2 2 288 113 1.17
3 2 273 54 0.61
0 781 0.40 1677 0.38 1331 0.34 1498 0.21 2241 0.37 1426 0.18 2025 0.21 1764 
1 101 0 155 11 0.3 55 0.1 19 0.1 62 0.1 88 0.4 52 0.5 52 0.3 68 
2 56 0 142 8 0.3 18 0.3 11 0.1 49 0.4 48 0.3 34 0.3 59 0.1 71 
3 67 0 105 7 0.3 18 0.2 46 0.3 77 0.4 97 0.4 30 0.5 64 0.3 96 
4 54 0 107 11 0.3 72 0.2 82 0.5 39 0.4 18 0.5 59 0.5 18 0.3 22 
5 87 0 107 9 0.3 76 0.4 80 0.5 64 0.1 65 0.4 55 0.5 79 0.5 89 
6 104 0 105 11 0.3 66 0.4 34 0.3 48 0.3 34 0.4 40 0.2 43 0.1 26 
7 105 0 139 6 0.1 50 0.4 43 0.4 88 0.3 44 0.5 10 0.1 39 0.2 97 
8 65 0 96 9 0.4 60 0.5 16 0.2 56 0.3 35 0.2 69 0.3 19 0.3 47 
9 44 0 184 10 0.3 60 0.3 27 0.2 98 0.1 49 0.5 73 0.3 50 0.3 15 
10 143 0 145 13 0.4 90 0.3 17 0.1 80 0.1 94 0.2 17 0.4 98 0.2 40 
11 93 0 159 4 0.5 87 0.3 73 0.2 40 0.4 24 0.1 43 0.3 81 0.3 96 
12 113 0 130 8 0.3 98 0.4 87 0.3 19 0.2 48 0.3 39 0.1 15 0.2 15 
13 92 0 160 15 0.4 48 0.1 26 0.1 69 0.3 62 0.3 38 0.2 49 0.1 92 
14 72 0 148 11 0.4 91 0.4 35 0.3 23 0.1 59 0.3 76 0.3 39 0.2 52 
15 67 0 181 12 0.4 75 0.1 55 0.4 82 0.3 90 0.4 33 0.3 26 0.4 99 
16 108 0 118 14 0.2 22 0.3 13 0.3 96 0.2 84 0.4 94 0.2 99 0.3 32 
17 61 0 178 8 0.2 56 0.3 26 0.2 96 0.1 73 0.2 13 0.3 74 0.2 66 
18 92 0 117 14 0.3 98 0.4 93 0.2 83 0.4 85 0.5 24 0.2 81 0.4 92 
19 38 0 99 11 0.2 67 0.3 90 0.3 79 0.4 69 0.4 24 0.1 72 0.1 60 
0	1238	2398	2183	3214	2930	3709	2627	2677	4229	4627	7891	6341	5047	8006	8159	6765	5946	6358	7358	1238	0	1494	2632	3662	3379	4158	2981	2021	2146	3635	8387	6790	5496	8455	8608	4640	3305	4275	6364	2398	1494	0	1601	2796	3238	5164	5015	4078	2793	3192	7260	5882	5355	9456	9609	8215	4510	4922	5921	2183	2632	1601	0	1891	2612	4538	4389	5695	4410	2728	8321	4734	4728	8829	8982	7588	6127	6539	10465	3214	3662	2796	1891	0	2215	4969	5555	5706	5101	3516	8540	2461	3515	5884	10149	8755	6818	7230	10685	2930	3379	3238	2612	2215	0	3473	3747	4835	5363	5762	10464	4635	2941	3534	8340	6946	7080	7492	12609	3709	4158	5164	4538	4969	3473	0	2414	4284	7443	7841	11105	6156	3717	2665	5409	5614	6987	9572	10572	2627	2981	5015	4389	5555	3747	2414	0	2529	4682	7534	10798	9248	5936	5609	5163	3257	5280	6999	10265	2677	2021	4078	5695	5706	4835	4284	2529	0	2262	4024	8782	8279	6985	8671	12308	3795	2634	4353	6759	4229	2146	2793	4410	5101	5363	7443	4682	2262	0	2963	7715	7088	6674	10782	13585	6304	3788	2695	5692	4627	3635	3192	2728	3516	5762	7841	7534	4024	2963	0	4835	6483	9225	16701	14517	7359	4843	4670	2912	7891	8387	7260	8321	8540	10464	11105	10798	8782	7715	4835	0	5588	9427	13244	16886	16800	13183	8395	5501	6341	6790	5882	4734	2461	4635	6156	9248	8279	7088	6483	5588	0	3283	6031	13975	11825	16986	12198	9304	5047	5496	5355	4728	3515	2941	3717	5936	6985	6674	9225	9427	3283	0	3751	9949	14877	8610	15703	12809	8006	8455	9456	8829	5884	3534	2665	5609	8671	10782	16701	13244	6031	3751	0	4242	7261	15593	20098	17203	8159	8608	9609	8982	10149	8340	5409	5163	12308	13585	14517	16886	13975	9949	4242	0	5068	9132	13855	17429	6765	4640	8215	7588	8755	6946	5614	3257	3795	6304	7359	16800	11825	14877	7261	5068	0	5031	10025	13600	5946	3305	4510	6127	6818	7080	6987	5280	2634	3788	4843	13183	16986	8610	15593	9132	5031	0	3757	10358	6358	4275	4922	6539	7230	7492	9572	6999	4353	2695	4670	8395	12198	15703	20098	13855	10025	3757	0	5639	7358	6364	5921	10465	10685	12609	10572	10265	6759	5692	2912	5501	9304	12809	17203	17429	13600	10358	5639	0	
