19 28
1 3
1 4 160 92 0.90
2 2 154 71 2.88
3 2 133 147 1.15
2 3
1 4 138 98 2.92
2 3 123 121 1.15
3 2 119 102 2.30
3 1
1 2 622 108 2.25
4 2
1 1 675 138 0.71
2 1 656 147 2.14
5 3
1 2 429 130 0.76
2 1 358 100 2.02
3 1 338 93 2.96
6 1
1 2 651 113 2.16
7 5
1 3 118 82 1.67
2 1 115 59 1.35
3 3 110 87 0.63
4 3 95 127 1.81
5 1 86 94 2.66
8 5
1 2 245 96 2.44
2 1 229 51 2.18
3 1 228 79 2.10
4 2 179 123 2.77
5 1 170 54 0.75
9 2
1 1 468 144 0.82
2 2 342 98 2.69
10 5
1 4 110 121 2.42
2 4 105 70 2.17
3 3 105 131 2.19
4 1 103 97 0.60
5 2 89 75 1.17
11 3
1 2 200 99 0.67
2 4 172 74 2.29
3 1 160 125 1.64
12 1
1 4 294 79 0.84
13 3
1 1 184 93 1.06
2 3 167 92 0.71
3 2 155 96 2.17
14 2
1 2 440 92 1.41
2 1 413 50 2.25
15 1
1 4 255 79 1.71
16 4
1 4 153 105 1.21
2 3 135 142 2.24
3 1 128 62 0.67
4 1 121 92 0.59
17 4
1 1 128 148 2.79
2 2 128 101 1.10
3 3 126 106 1.61
4 4 117 123 2.91
18 2
1 3 213 127 1.18
2 4 199 54 1.03
19 4
1 4 176 132 0.79
2 1 173 148 1.43
3 1 169 66 1.42
4 3 142 65 2.46
20 2
1 4 215 105 1.36
2 2 203 91 1.00
21 2
1 4 187 104 2.63
2 3 153 61 0.75
22 3
1 3 187 50 1.04
2 4 180 133 1.11
3 1 148 68 1.63
23 2
1 4 352 72 1.39
2 1 267 55 2.24
24 5
1 4 107 61 1.40
2 1 96 97 1.97
3 3 94 64 0.67
4 4 92 75 2.39
5 2 86 140 2.36
25 3
1 1 179 102 0.61
2 4 157 106 1.53
3 3 148 63 2.13
26 2
1 4 176 89 1.41
2 3 155 83 2.56
27 2
1 3 334 127 2.31
2 1 297 50 1.26
28 1
1 2 707 73 1.80
0 702 0.44 1928 0.35 1839 0.29 1912 0.24 2020 0.15 1550 0.44 1502 0.14 1719 0.47 1741 0.27 1563 0.32 1681 0.20 1888 0.41 1522 0.20 1780 0.23 2079 0.19 1486 0.36 1785 0.35 1886 0.33 1730 0.46 1671 0.42 1773 0.18 1296 0.11 1912 0.37 1855 0.16 2008 0.30 1541 0.24 1112 0.20 2103 0.29 1205 
1 95 0 105 7 0.5 56 0.5 32 0.3 70 0.1 43 0.2 84 0.3 95 0.2 24 0.3 17 0.3 85 0.1 75 0.5 88 0.2 10 0.2 49 0.2 51 0.4 69 0.4 28 0.4 71 0.3 36 0.4 76 0.4 50 0.3 64 0.2 19 0.4 63 0.2 19 0.3 47 0.5 33 0.3 46 0.2 16 
2 24 0 107 16 0.2 45 0.5 58 0.1 53 0.4 92 0.1 89 0.4 85 0.1 56 0.5 21 0.3 55 0.2 27 0.2 11 0.3 99 0.5 89 0.4 59 0.4 84 0.3 60 0.2 62 0.5 38 0.2 36 0.2 22 0.3 33 0.3 77 0.2 79 0.1 25 0.3 36 0.2 52 0.5 84 0.3 35 
3 59 0 111 10 0.2 37 0.5 87 0.4 44 0.3 72 0.1 65 0.4 48 0.4 51 0.2 35 0.3 47 0.5 79 0.2 19 0.3 51 0.4 53 0.2 44 0.3 42 0.2 10 0.1 18 0.1 66 0.3 19 0.3 54 0.3 59 0.1 32 0.5 99 0.2 29 0.2 59 0.4 62 0.4 57 0.3 69 
4 41 0 152 4 0.5 83 0.4 80 0.1 30 0.3 11 0.1 84 0.4 22 0.5 12 0.1 48 0.1 65 0.2 67 0.4 11 0.3 42 0.1 40 0.3 70 0.3 34 0.4 56 0.2 45 0.4 66 0.4 88 0.3 79 0.4 37 0.5 41 0.4 99 0.1 87 0.3 25 0.5 19 0.4 39 0.5 65 
5 49 0 179 4 0.3 12 0.1 58 0.3 76 0.3 27 0.3 87 0.1 55 0.4 32 0.5 77 0.3 81 0.2 10 0.4 25 0.2 44 0.2 60 0.4 50 0.4 60 0.1 39 0.3 30 0.2 59 0.3 44 0.3 30 0.2 34 0.1 97 0.4 82 0.3 96 0.4 76 0.3 31 0.2 41 0.4 56 
6 86 0 108 8 0.4 52 0.3 45 0.4 33 0.5 46 0.4 41 0.1 20 0.5 42 0.4 74 0.2 85 0.2 21 0.2 73 0.2 35 0.1 80 0.3 36 0.1 38 0.4 38 0.3 58 0.5 11 0.3 84 0.4 35 0.3 20 0.1 60 0.4 37 0.5 61 0.2 46 0.5 29 0.4 63 0.1 16 
7 126 0 144 15 0.2 94 0.4 68 0.3 95 0.3 47 0.4 84 0.5 90 0.5 28 0.5 64 0.4 76 0.5 15 0.2 70 0.5 88 0.5 21 0.4 90 0.5 82 0.2 82 0.4 38 0.4 90 0.4 22 0.2 18 0.4 41 0.2 28 0.2 64 0.4 95 0.2 26 0.5 69 0.3 95 0.3 30 
8 170 0 194 1 0.5 74 0.4 10 0.2 25 0.4 46 0.4 75 0.4 80 0.4 52 0.2 32 0.4 39 0.5 86 0.2 81 0.2 12 0.5 76 0.5 62 0.4 77 0.5 41 0.2 87 0.5 89 0.2 20 0.4 77 0.2 74 0.2 38 0.3 82 0.2 40 0.4 98 0.3 94 0.3 61 0.5 31 
9 35 0 117 10 0.3 42 0.3 79 0.5 81 0.1 90 0.4 26 0.3 90 0.4 73 0.3 34 0.1 59 0.3 62 0.2 67 0.3 66 0.3 15 0.2 66 0.1 27 0.3 39 0.3 33 0.3 22 0.2 51 0.2 90 0.1 29 0.4 21 0.5 64 0.4 36 0.3 42 0.3 13 0.2 70 0.5 70 
10 70 0 156 19 0.3 92 0.5 15 0.2 34 0.3 74 0.3 58 0.5 60 0.3 79 0.3 90 0.4 42 0.2 49 0.4 98 0.4 66 0.1 12 0.2 22 0.1 57 0.3 96 0.2 61 0.2 45 0.2 90 0.4 22 0.4 53 0.5 86 0.4 48 0.1 84 0.4 95 0.4 54 0.2 55 0.5 42 
11 82 0 121 10 0.5 28 0.3 58 0.2 83 0.4 43 0.3 89 0.2 99 0.5 22 0.4 93 0.4 34 0.1 66 0.4 92 0.1 77 0.1 28 0.1 95 0.3 85 0.4 65 0.3 30 0.4 24 0.2 81 0.3 63 0.4 98 0.2 22 0.2 73 0.4 77 0.5 28 0.5 65 0.3 53 0.2 50 
12 47 0 165 8 0.1 29 0.2 88 0.5 67 0.4 94 0.3 49 0.4 99 0.5 34 0.2 80 0.2 16 0.5 41 0.2 52 0.4 24 0.4 48 0.2 47 0.3 11 0.4 71 0.2 90 0.1 62 0.1 75 0.3 18 0.2 61 0.5 47 0.3 50 0.3 77 0.5 70 0.2 91 0.5 81 0.2 74 
13 38 0 117 6 0.5 46 0.4 57 0.4 18 0.4 91 0.4 45 0.5 82 0.3 15 0.3 86 0.3 72 0.3 69 0.4 80 0.3 10 0.4 17 0.2 57 0.4 35 0.1 82 0.3 34 0.1 36 0.3 95 0.4 72 0.1 26 0.2 56 0.3 47 0.4 62 0.1 11 0.1 47 0.3 59 0.3 65 
14 107 0 160 15 0.3 28 0.3 50 0.5 91 0.2 16 0.5 48 0.4 32 0.2 68 0.1 37 0.4 33 0.3 90 0.3 17 0.1 68 0.3 99 0.4 43 0.3 38 0.3 19 0.2 76 0.2 67 0.3 91 0.2 88 0.2 29 0.4 54 0.3 99 0.5 11 0.3 14 0.4 62 0.2 12 0.3 93 
15 47 0 138 5 0.3 57 0.2 63 0.1 14 0.2 96 0.3 84 0.2 46 0.1 96 0.5 92 0.2 20 0.3 52 0.2 43 0.5 66 0.4 17 0.5 50 0.4 66 0.3 17 0.1 71 0.4 18 0.2 27 0.5 11 0.2 49 0.1 86 0.2 91 0.2 52 0.3 45 0.3 25 0.3 97 0.1 35 
16 120 0 185 6 0.4 81 0.3 69 0.5 18 0.3 53 0.2 85 0.5 33 0.1 84 0.4 80 0.3 10 0.3 47 0.1 27 0.1 26 0.3 65 0.2 82 0.3 65 0.4 59 0.3 49 0.3 78 0.3 94 0.1 41 0.4 52 0.2 58 0.1 22 0.2 43 0.3 82 0.1 23 0.3 43 0.2 50 
17 31 0 127 14 0.1 19 0.4 31 0.1 90 0.4 43 0.4 33 0.3 51 0.1 52 0.3 62 0.5 74 0.3 73 0.2 40 0.4 79 0.1 56 0.3 81 0.4 51 0.3 83 0.4 56 0.3 51 0.3 15 0.5 87 0.5 38 0.2 99 0.5 47 0.4 90 0.3 64 0.4 48 0.2 46 0.4 10 
18 107 0 145 8 0.1 87 0.5 46 0.3 77 0.3 61 0.4 13 0.3 50 0.2 24 0.4 83 0.2 59 0.4 66 0.5 42 0.1 58 0.5 67 0.5 84 0.4 45 0.3 46 0.1 74 0.3 87 0.2 86 0.5 44 0.5 59 0.4 11 0.2 92 0.5 22 0.2 98 0.4 22 0.4 21 0.5 78 
19 70 0 92 8 0.2 55 0.1 18 0.3 44 0.4 43 0.2 12 0.2 43 0.4 78 0.5 54 0.2 44 0.3 69 0.4 77 0.4 23 0.2 32 0.3 51 0.3 53 0.3 41 0.4 30 0.5 74 0.5 28 0.4 34 0.5 19 0.1 91 0.1 79 0.4 59 0.4 28 0.4 42 0.3 74 0.5 77 
