19 7
1 4
1 1 305 138 1.21
2 1 279 143 2.15
3 2 256 81 2.36
4 1 241 139 1.95
2 2
1 4 243 139 0.55
2 2 214 141 0.70
3 2
1 4 213 133 2.17
2 3 195 66 2.42
4 2
1 4 202 104 1.89
2 1 199 66 1.97
5 2
1 4 153 51 2.36
2 4 129 128 0.79
6 3
1 2 405 93 1.57
2 1 365 69 0.90
3 1 343 77 1.84
7 4
1 2 155 75 1.86
2 2 137 56 1.05
3 2 137 102 1.87
4 2 124 63 2.47
0 750 0.35 2018 0.38 1881 0.21 1626 0.48 1778 0.45 1729 0.22 1859 0.27 1424 
1 159 0 165 10 0.1 14 0.5 91 0.1 74 0.1 38 0.1 54 0.4 83 0.1 58 
2 144 0 152 11 0.2 69 0.2 81 0.4 91 0.4 74 0.4 52 0.1 50 0.3 94 
3 56 0 126 10 0.3 63 0.5 73 0.4 68 0.1 93 0.1 23 0.1 11 0.4 31 
4 58 0 154 4 0.5 45 0.4 55 0.3 21 0.2 34 0.4 23 0.3 83 0.2 27 
5 40 0 114 10 0.3 75 0.2 95 0.1 31 0.1 61 0.2 63 0.2 50 0.2 61 
6 66 0 132 4 0.1 21 0.3 85 0.4 36 0.1 98 0.3 50 0.5 15 0.3 72 
7 59 0 159 18 0.3 25 0.4 23 0.2 42 0.4 14 0.4 36 0.2 43 0.3 91 
8 20 0 93 12 0.2 36 0.4 25 0.2 73 0.1 28 0.1 84 0.3 85 0.5 14 
9 107 0 137 6 0.1 92 0.3 32 0.3 31 0.3 70 0.3 42 0.4 20 0.3 55 
10 68 0 115 13 0.5 55 0.2 72 0.2 27 0.1 83 0.4 37 0.1 61 0.5 16 
11 69 0 190 16 0.2 80 0.2 56 0.3 95 0.5 18 0.3 97 0.4 42 0.2 11 
12 81 0 133 11 0.5 19 0.4 51 0.2 69 0.4 25 0.4 11 0.1 97 0.4 30 
13 64 0 111 5 0.5 83 0.3 15 0.3 67 0.3 31 0.4 86 0.2 65 0.5 52 
14 122 0 192 13 0.1 23 0.2 92 0.4 98 0.4 19 0.3 95 0.4 98 0.3 27 
15 34 0 146 8 0.3 82 0.5 34 0.3 49 0.3 49 0.4 27 0.3 89 0.2 48 
16 27 0 87 2 0.3 49 0.3 39 0.4 57 0.2 10 0.4 12 0.3 72 0.2 39 
17 63 0 107 4 0.2 61 0.3 68 0.3 80 0.2 16 0.2 48 0.1 97 0.4 24 
18 145 0 157 12 0.5 84 0.2 44 0.3 29 0.1 52 0.2 32 0.2 49 0.1 38 
19 118 0 160 2 0.2 79 0.3 68 0.1 11 0.5 83 0.1 54 0.4 75 0.3 47 
0	1238	2398	2183	3214	2930	3709	2627	2677	4229	4627	7891	6341	5047	8006	8159	6765	5946	6358	7358	1238	0	1494	2632	3662	3379	4158	2981	2021	2146	3635	8387	6790	5496	8455	8608	4640	3305	4275	6364	2398	1494	0	1601	2796	3238	5164	5015	4078	2793	3192	7260	5882	5355	9456	9609	8215	4510	4922	5921	2183	2632	1601	0	1891	2612	4538	4389	5695	4410	2728	8321	4734	4728	8829	8982	7588	6127	6539	10465	3214	3662	2796	1891	0	2215	4969	5555	5706	5101	3516	8540	2461	3515	5884	10149	8755	6818	7230	10685	2930	3379	3238	2612	2215	0	3473	3747	4835	5363	5762	10464	4635	2941	3534	8340	6946	7080	7492	12609	3709	4158	5164	4538	4969	3473	0	2414	4284	7443	7841	11105	6156	3717	2665	5409	5614	6987	9572	10572	2627	2981	5015	4389	5555	3747	2414	0	2529	4682	7534	10798	9248	5936	5609	5163	3257	5280	6999	10265	2677	2021	4078	5695	5706	4835	4284	2529	0	2262	4024	8782	8279	6985	8671	12308	3795	2634	4353	6759	4229	2146	2793	4410	5101	5363	7443	4682	2262	0	2963	7715	7088	6674	10782	13585	6304	3788	2695	5692	4627	3635	3192	2728	3516	5762	7841	7534	4024	2963	0	4835	6483	9225	16701	14517	7359	4843	4670	2912	7891	8387	7260	8321	8540	10464	11105	10798	8782	7715	4835	0	5588	9427	13244	16886	16800	13183	8395	5501	6341	6790	5882	4734	2461	4635	6156	9248	8279	7088	6483	5588	0	3283	6031	13975	11825	16986	12198	9304	5047	5496	5355	4728	3515	2941	3717	5936	6985	6674	9225	9427	3283	0	3751	9949	14877	8610	15703	12809	8006	8455	9456	8829	5884	3534	2665	5609	8671	10782	16701	13244	6031	3751	0	4242	7261	15593	20098	17203	8159	8608	9609	8982	10149	8340	5409	5163	12308	13585	14517	16886	13975	9949	4242	0	5068	9132	13855	17429	6765	4640	8215	7588	8755	6946	5614	3257	3795	6304	7359	16800	11825	14877	7261	5068	0	5031	10025	13600	5946	3305	4510	6127	6818	7080	6987	5280	2634	3788	4843	13183	16986	8610	15593	9132	5031	0	3757	10358	6358	4275	4922	6539	7230	7492	9572	6999	4353	2695	4670	8395	12198	15703	20098	13855	10025	3757	0	5639	7358	6364	5921	10465	10685	12609	10572	10265	6759	5692	2912	5501	9304	12809	17203	17429	13600	10358	5639	0	
