19 7
1 2
1 1 834 136 0.79
2 1 771 109 0.70
2 3
1 4 137 107 2.26
2 4 129 110 2.76
3 2 110 102 0.95
3 2
1 3 180 146 1.37
2 4 153 53 1.97
4 3
1 2 303 105 2.75
2 2 282 129 2.38
3 1 268 121 2.99
5 1
1 4 360 128 2.30
6 5
1 4 124 117 0.91
2 3 116 81 2.70
3 1 100 57 1.23
4 1 89 140 2.80
5 4 84 112 1.90
7 3
1 2 187 144 1.23
2 3 179 63 2.63
3 2 166 91 1.34
0 748 0.13 1753 0.25 1575 0.41 1887 0.12 1353 0.23 1552 0.24 2159 0.40 1618 
1 26 0 101 7 0.3 89 0.3 68 0.2 82 0.2 29 0.2 51 0.5 43 0.1 48 
2 154 0 154 12 0.3 69 0.3 12 0.1 85 0.3 19 0.2 91 0.1 45 0.2 86 
3 38 0 171 11 0.4 97 0.4 79 0.4 75 0.2 99 0.4 26 0.1 55 0.4 26 
4 150 0 151 5 0.4 30 0.2 50 0.2 65 0.3 16 0.3 65 0.5 89 0.3 29 
5 36 0 156 13 0.1 75 0.1 30 0.2 30 0.4 60 0.5 94 0.3 38 0.2 96 
6 62 0 128 13 0.1 54 0.1 66 0.3 75 0.2 69 0.5 42 0.2 24 0.2 63 
7 80 0 103 8 0.4 27 0.2 43 0.2 34 0.4 76 0.3 75 0.5 65 0.2 72 
8 43 0 151 3 0.3 68 0.5 18 0.1 13 0.4 33 0.3 18 0.3 88 0.4 58 
9 96 0 115 10 0.1 78 0.3 88 0.2 21 0.5 68 0.3 54 0.2 35 0.3 96 
10 148 0 178 10 0.3 75 0.4 94 0.5 48 0.1 26 0.5 37 0.4 65 0.1 25 
11 51 0 131 10 0.4 62 0.3 39 0.3 69 0.2 32 0.3 74 0.4 95 0.5 30 
12 76 0 184 9 0.2 50 0.3 69 0.3 92 0.2 99 0.5 22 0.2 46 0.2 15 
13 101 0 184 9 0.3 84 0.2 78 0.4 45 0.4 31 0.4 93 0.3 92 0.1 57 
14 64 0 108 6 0.2 88 0.5 60 0.3 25 0.4 73 0.2 47 0.3 90 0.4 11 
15 33 0 154 12 0.2 98 0.4 68 0.1 42 0.2 13 0.4 60 0.5 16 0.4 28 
16 113 0 138 2 0.4 83 0.2 33 0.4 14 0.4 60 0.5 71 0.5 10 0.3 48 
17 126 0 142 6 0.2 98 0.2 38 0.4 34 0.2 86 0.3 31 0.4 31 0.3 24 
18 26 0 129 6 0.2 32 0.3 84 0.5 56 0.5 92 0.4 73 0.4 69 0.4 17 
19 73 0 139 15 0.1 71 0.4 50 0.3 47 0.4 88 0.5 57 0.4 92 0.1 69 
0	1238	2398	2183	3214	2930	3709	2627	2677	4229	4627	7891	6341	5047	8006	8159	6765	5946	6358	7358	1238	0	1494	2632	3662	3379	4158	2981	2021	2146	3635	8387	6790	5496	8455	8608	4640	3305	4275	6364	2398	1494	0	1601	2796	3238	5164	5015	4078	2793	3192	7260	5882	5355	9456	9609	8215	4510	4922	5921	2183	2632	1601	0	1891	2612	4538	4389	5695	4410	2728	8321	4734	4728	8829	8982	7588	6127	6539	10465	3214	3662	2796	1891	0	2215	4969	5555	5706	5101	3516	8540	2461	3515	5884	10149	8755	6818	7230	10685	2930	3379	3238	2612	2215	0	3473	3747	4835	5363	5762	10464	4635	2941	3534	8340	6946	7080	7492	12609	3709	4158	5164	4538	4969	3473	0	2414	4284	7443	7841	11105	6156	3717	2665	5409	5614	6987	9572	10572	2627	2981	5015	4389	5555	3747	2414	0	2529	4682	7534	10798	9248	5936	5609	5163	3257	5280	6999	10265	2677	2021	4078	5695	5706	4835	4284	2529	0	2262	4024	8782	8279	6985	8671	12308	3795	2634	4353	6759	4229	2146	2793	4410	5101	5363	7443	4682	2262	0	2963	7715	7088	6674	10782	13585	6304	3788	2695	5692	4627	3635	3192	2728	3516	5762	7841	7534	4024	2963	0	4835	6483	9225	16701	14517	7359	4843	4670	2912	7891	8387	7260	8321	8540	10464	11105	10798	8782	7715	4835	0	5588	9427	13244	16886	16800	13183	8395	5501	6341	6790	5882	4734	2461	4635	6156	9248	8279	7088	6483	5588	0	3283	6031	13975	11825	16986	12198	9304	5047	5496	5355	4728	3515	2941	3717	5936	6985	6674	9225	9427	3283	0	3751	9949	14877	8610	15703	12809	8006	8455	9456	8829	5884	3534	2665	5609	8671	10782	16701	13244	6031	3751	0	4242	7261	15593	20098	17203	8159	8608	9609	8982	10149	8340	5409	5163	12308	13585	14517	16886	13975	9949	4242	0	5068	9132	13855	17429	6765	4640	8215	7588	8755	6946	5614	3257	3795	6304	7359	16800	11825	14877	7261	5068	0	5031	10025	13600	5946	3305	4510	6127	6818	7080	6987	5280	2634	3788	4843	13183	16986	8610	15593	9132	5031	0	3757	10358	6358	4275	4922	6539	7230	7492	9572	6999	4353	2695	4670	8395	12198	15703	20098	13855	10025	3757	0	5639	7358	6364	5921	10465	10685	12609	10572	10265	6759	5692	2912	5501	9304	12809	17203	17429	13600	10358	5639	0	
